Name,Platform,Year_of_Release
Jewel Link Chronicles: Legend of Athena,DS,2011
The Legend of Heroes: Trails in the Sky First Chapter,PSV,2015
Operation Flashpoint: Red River,PC,2011
Lost Heroes,PSP,2012
Vampire Legends: Power of Three,DS,2010
Child of Light,PSV,2014
The Legend of Heroes VII: The Trail of Zero,PSV,2012
Haikyuu!! Tsunage! Itadaki no Keshiki!!,3DS,2014
Cut the Rope,3DS,2014
Resident Evil: Revelations 2,X360,2015
Pro Yaky? Spirits 2011,3DS,2011
IA/VT Colorful,PSV,2015
We Sing Rock!,Wii,2011
Moxie Girlz,DS,2011
Rec Room Games,DS,2011
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PS3,2013
Tony Hawk's Pro Skater 5,X360,2015
Fantasia: Music Evolved,X360,2014
BlazBlue: Chrono Phantasma,PSV,2014
Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!,DS,2010
Tokyo Twilight Ghost Hunters,PSV,2014
Doraemon: Nobita to Himitsu Dougu Hakubutsukan,3DS,2013
Ragnarok: Hikari to Yami no Koujo,PSP,2011
Saint Seiya: Brave Soldiers,PS3,2013
Earth Defense Force 2: Invaders from Planet Space,PSV,2014
Dynasty Warriors 8: Empires,XOne,2014
Trick DS-han: Kakushi Kami no Sumukan,DS,2010
Winter Sports 2011,Wii,2011
Tank! Tank! Tank!,WiiU,2012
Mugen Souls Z,PS3,2013
Guilty Gear Xrd -Revelator-,PS3,2016
Billy's Boot Camp: Wii de Enjoy Diet!,Wii,2011
Hoppechan: Minna de Odekake! Waku Waku Hoppe Land!!,3DS,2014
Fairy Tail: Zelef Kakusei,PSP,2012
Pizza Delivery Boy,Wii,2010
Keroro RPG: Kishi to Musha to Densetsu no Kaizoku,DS,2010
Lost Heroes 2,3DS,2015
The Testament of Sherlock Holmes,PC,2012
Alpha and Omega,DS,2010
Ken to Mahou to Gakuen Mono. 3,PS3,2010
Eagle Flight,PS4,2016
"Horrid Henry: The Good, The Bad and The Bugly",3DS,2011
Goodbye Deponia,PC,2013
Pro Yaky? Spirits 2014,PSV,2014
Legend of Kay,PS4,2015
Cartoon Network: Punch Time Explosion XL,PS3,2011
The Book of Unwritten Tales 2,PS4,2015
Beat City,DS,2010
Inversion,PS3,2012
Ultimate Marvel vs. Capcom 3,X360,2011
Future Card Buddy Fight: Yuujou no Bakunetsu Fight,3DS,2015
Assassin's Creed Chronicles,PSV,2016
Major League Baseball 2K10,PSP,2010
Titanic Mystery,DS,2010
Transformer: Rise of the Dark Spark (3DS),3DS,2014
Junior Classic Books & Fairytales,DS,2010
Mario Tennis,Wii,2010
Brothers in Arms: Furious 4,PS3,2012
Hyperdimension Neptunia Victory,PSV,2014
Heroes Phantasia,PSP,2012
Top Gun,PS3,2011
Sherlock Holmes: Crimes & Punishments,PS3,2014
Basketball Hall of Fame Ultimate Hoops Challenge,Wii,2010
Dragon Ball Z: Battle of Z,X360,2014
Generator Rex: Agent of Providence,DS,2011
Winning Post 7 2010,PS3,2010
Daniel X: The Ultimate Power,DS,2010
Nobunaga no Yabou: Tendou with Power-Up Kit,PS3,2011
Order Up!!,PS3,2011
Reader Rabbit 1st Grade,Wii,2010
Lucian Bee's: Justice Yellow / Evil Violet,PS2,2010
Sly 2: Band of Thieves,PS3,2010
Terraria,PS4,2014
BlazBlue: Chrono Phantasma Extend,XOne,2015
TRON: Evolution,PC,2010
Pac-Man and the Ghostly Adventures 2,WiiU,2014
Dark Souls,PC,2012
The Guided Fate Paradox,PS3,2013
Mayhem 3D,X360,2011
Gundam Try Age SP,3DS,2014
Penguins of Madagascar,3DS,2014
12-Sai. Honto no Kimochi,3DS,2014
Cities XL 2012,PC,2011
Just Dance: Disney Party 2,X360,2015
Natural Doctrine,PSV,2014
Hasbro Family Game Night Fun Pack,X360,2011
Cardfight!! Vanguard: Lock On Victory!!,3DS,2014
Broken Sword 5: The Serpent's Curse,PS4,2015
Alan Wake,PC,2012
Atelier Meruru: Alchemist of Arland 3,PSV,2013
Risen 3: Titan Lords,X360,2014
Genkai Tokki Monster Monpiece,PSV,2013
Motion Explosion!,X360,2011
Moshi Monsters: Katsuma Unleashed,3DS,2013
Crime Lab: Body of Evidence,DS,2010
You Don't Know Jack,DS,2011
GRID 2,PC,2013
Cosmos Chaos!,DS,2010
Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,WiiU,2015
Criminal Girls: Invite Only,PSV,2013
Samurai Warriors Chronicles 3,PSV,2014
Bullet Girls,PSV,2014
One Piece: Unlimited World Red,WiiU,2014
Ikki Tousen: Xross Impact,PSP,2010
Family Trainer: Treasure Adventure,Wii,2010
Pop'n Music Portable 2,PSP,2011
Darksiders II,XOne,2015
Ys vs. Sora no Kiseki: Alternative Saga,PSP,2010
Mario vs. Donkey Kong: Tipping Stars,3DS,2015
Tournament of Legends,Wii,2010
Nicola Kanshuu: Model * Oshare Audition,DS,2010
James Bond 007: Blood Stone,DS,2010
Dynasty Warriors Vs,3DS,2012
Fist of the North Star: Ken's Rage 2,X360,2012
Utawarerumono: Futari no Hakuoro,PSV,2016
OK! Puzzle Stars,DS,2010
Monster Tale,DS,2011
Steins;Gate: Senkei Kousoku no Phonogram,PS3,2013
Mirror's Edge Catalyst,PC,2016
Growlanser IV: Over Reloaded,PSP,2011
Western Riding Academy,DS,2010
Pro Yaky? Spirits 2013,PSV,2013
Super Robot Wars OG: The Moon Dwellers,PS3,2016
The Amazing Spider-Man 2 (2014),3DS,2014
Paws & Claws: Marine Rescue,DS,2011
Odin Sphere: Leifthrasir,PS3,2016
Game Center CX: 3-Choume no Arino,3DS,2014
Assetto Corsa,PS4,2016
Johnny Test,DS,2011
One Piece: Burning Blood,XOne,2016
TrackMania Turbo,XOne,2016
Pro Evolution Soccer 2015,PC,2014
Jewels of the Ages,DS,2011
Meitantei Conan: Aoki Houseki no Rinbukyoku,DS,2011
Zero Escape: Zero Time Dilemma,PSV,2016
Unchained Blades ,PSP,2011
NHL Legacy,X360,2015
Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,PSP,2011
Santa Claus Is Comin' to Town!,DS,2011
Disney Infinity 2.0: Marvel Super Heroes,PSV,2015
Godzilla (2014),PS3,2014
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,3DS,2016
My Pet Chimp,DS,2010
Generator Rex: Agent of Providence,X360,2011
The Book of Unwritten Tales: The Critter Chronicles,PC,2011
Steins;Gate,PS3,2012
Nights of Azure,PS4,2015
Age of Empires Online,PC,2011
Earth Defense Force 2017 Portable,PSV,2012
Zumba Fitness Core,Wii,2012
Lego Batman 3: Beyond Gotham,PC,2014
ZhuZhu Pets: Quest for Zhu,DS,2011
Akai Katana Shin,X360,2011
A-Train: City Simulator,3DS,2014
Jewel Quest IV: Heritage,DS,2011
The LEGO Movie Videogame,PC,2014
DuckTales: Remastered,WiiU,2013
Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,3DS,2014
MX vs. ATV Supercross,X360,2014
Grand Kingdom,PSV,2015
Risen 3: Titan Lords,PS4,2015
Transformer: Rise of the Dark Spark,WiiU,2014
DreamWorks Super Star Kartz,X360,2011
Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015
Legend of Kay,DS,2010
Speed,Wii,2010
Naruto Shippuden: Gekito Ninja Taisen! Special,Wii,2010
Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,PS3,2012
Nicola Kanshuu: Model * Oshare Audition 2,3DS,2011
Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,PSP,2010
The Technomancer,PS4,2016
Attack on Titan (KOEI),PS3,2016
Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo! ,3DS,2014
Blur,PC,2010
Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,PS3,2014
The Next BIG Thing,PC,2011
SBK 2011: FIM Superbike World Championship,X360,2011
Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,PSP,2010
Attack on Titan (KOEI),XOne,2016
EverQuest II: Destiny of Velious,PC,2011
Summon Night 6: Lost Borders,PSV,2016
Pro Evolution Soccer 2012,PS2,2011
Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,PSP,2012
Chevrolet Camaro: Wild Ride,Wii,2010
Genkai Tokki: Moero Crystal,PSV,2015
Project Setsuna,PS4,2016
Song of the Deep,XOne,2016
JoJo's Bizarre Adventure: All Star Battle,3DS,2012
Digimon All-Star Rumble,X360,2014
The Legend of Heroes VII: The Trail of Blue,PSV,2014
MotoGP 10/11,X360,2011
Dead Rising 2: Off the Record,PC,2011
ICO,PS3,2011
Eigo de Tabisuru: Little Charo,DS,2011
Busy Scissors,DS,2010
Dreamer Series: Zoo Keeper,DS,2010
Atelier Sophie: The Alchemist of the Mysterious Book,PSV,2015
Smile PreCure! Let's Go! Marchen World,3DS,2012
Doraemon: Nobita no Uchuu Eiyuuki,3DS,2015
A New Beginning,PC,2010
Santa Claus Is Comin' to Town!,Wii,2011
Create,PC,2010
Power Pro Success Legends,PSP,2010
Toriko: Gourmet Battle!,3DS,2013
Tony Hawk's Pro Skater 5,PS3,2015
Culdcept Revolt,3DS,2016
Devil's Third,WiiU,2015
Starry ? Sky: In Summer,PSP,2010
Mahouka Koukou no Rettousei: Out of Order,PSV,2014
Corpse Party: Back to School Edition,3DS,2016
I Am In The Movie,PSP,2012
Lord of Magna: Maiden Heaven,3DS,2014
SpongeBob SquarePants: Plankton's Robotic Revenge,3DS,2013
Metal Max 4: Gekkou no Diva,3DS,2013
Magi: Aratanaru Sekai,3DS,2014
MXGP 2,XOne,2016
Dance Sensation!,Wii,2010
Adventure Time: The Secret of the Nameless Kingdom,X360,2014
Utawarerumono: Itsuwari no Kamen,PS4,2015
pro evolution soccer 2011,PC,2010
Steins;Gate: Hiyoku Renri no Darling,PSP,2012
Call of Duty: The War Collection,X360,2010
Satisfashion,DS,2010
Imagine: Resort Owner,DS,2010
Paws & Claws: Pampered Pets 2,DS,2011
All Kamen Rider: Rider Generation 2,PSP,2012
Quiz! Hexagon II,DS,2010
BlazBlue Central Fiction,PS3,2016
Syphon Filter: Logan's Shadow,PS2,2010
Mayhem 3D,PS3,2011
Toy Soldiers: War Chest,XOne,2015
Inversion,X360,2012
Nendoroid Generation,PSP,2012
Exist Archive: The Other Side of the Sky,PSV,2015
Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,DS,2010
Rooms: The Main Building,Wii,2010
Vitamin X to Z,PSP,2011
Ivy the Kiwi?,Wii,2010
Chaos Rings III,PSV,2014
Top Gun: Hard Lock,X360,2012
Kamen Rider: Battride War Genesis,PS4,2016
Street Fighter V,PC,2016
The Amazing Spider-Man 2 (2014),WiiU,2014
Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,DS,2010
Samurai Warriors 4: Empires,PS3,2015
MX vs. ATV Supercross Encore,PS4,2015
Senritsu no Stratus,PSP,2011
Gormiti: The Lords of Nature!,DS,2010
Monkey Island: Special Edition Collection,X360,2011
Atari's Greatest Hits: Volume 2,DS,2011
Tropico 5,X360,2014
Rugby World Cup 2015,PS4,2015
ZombiU,PS4,2016
Hakuoki: Stories of the Shinsengumi,PS3,2010
X-Men: Destiny,DS,2011
Rugby World Cup 2015,PS3,2015
Pheasants Forever Wingshooter,Wii,2010
Pro Yaky? Spirits 2012,PSV,2012
Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,PSP,2012
Tokyo Twilight Ghost Hunters,PS3,2014
MotorStorm RC,PSV,2012
Girls RPG: Cinderellife,3DS,2012
Fate/Stay Night [Réalta Nua],PSV,2012
Remember Me,PC,2013
Gintama no Sugoroku,PSP,2013
The Lord of the Rings: Aragorn's Quest,PS2,2010
Miracle Girls Festival,PSV,2015
Toaru Kagaku no Chou Denjihou,PSP,2011
Challenge Me: Brain Puzzles 2,Wii,2010
Champion Jockey: G1 Jockey & Gallop Racer,X360,2011
Caligula,PSV,2016
Yuugen Gaisha Brave Company,3DS,2011
Handball 16,PS4,2015
Ken to Mahou to Gakuen Mono. 3D,3DS,2011
Samurai Warriors 4: Empires,PSV,2015
Ride to Hell,X360,2013
Nobunaga no Yabou: Souzou,PS4,2014
Dream C Club Portable,PSP,2010
Rocket League,PC,2016
Warriors: Legends of Troy,X360,2011
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PS4,2016
Pro Yakyuu Famista 2011,3DS,2011
Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,PSP,2010
Saki: Zenkoku-hen,PSV,2015
Ski Region Simulator,PC,2011
Kyoukai Senjou no Horizon Portable,PSP,2013
7 Days to Die,XOne,2016
Chuck E. Cheese's Playhouse,DS,2010
F1 2010,PC,2010
Minna to Kimi no Piramekino!,DS,2010
My Amusement Park,DS,2010
Chocolatier,DS,2010
Kid Fit Island Resort,Wii,2010
Major League Baseball 2K11,PSP,2011
Chaos;Child,PSV,2015
Hearts of Iron IV,PC,2016
Enemy Front,PS3,2014
Hakuouki: Reimeiroku,PS2,2010
Ghostbusters (2016),PS4,2016
Shin Sangoku Musou 5 Empires,PSP,2010
Front Mission Evolved,PC,2010
GachiTora! Abarenbou Kyoushi in High School,PSP,2011
McDROID,PSP,2011
Samurai Warriors 4-II,PSV,2015
The Lost Chronicles of Zerzura,PC,2012
Adventure Time: Finn & Jake Investigations,XOne,2015
Uta no Prince-Sama: Music 3,PSV,2016
New Prince of Tennis: Go to the Top,3DS,2015
Virtual Villagers: A New Home,DS,2010
Batman: A Telltale Game Series,PS3,2016
Murdered: Soul Suspect,PC,2014
Goosebumps: The Game,3DS,2015
Airline Tycoon 2,PC,2011
Petz Bunnyz Bunch,DS,2011
Project Setsuna,PSV,2016
MotoGP 15,PS3,2015
Criminal Girls 2,PSV,2015
Omega Labyrinth,PSV,2015
Pucca Power Up,DS,2011
My Fitness Coach: Club,Wii,2011
IL-2 Sturmovik: Cliffs of Dover,PC,2011
Nobunaga's Ambition: Sphere of Influence,PSV,2014
Pretty Cure All Stars Everyone Gather ? Let's Dance!,Wii,2013
Zyuden Sentai Kyoryuger: Game de Gaburincho!!,3DS,2013
Mighty No. 9,PS4,2016
Touch 'N' Play Collection,DS,2010
Dead or Alive Xtreme 3: Fortune,PS4,2016
Metal Fight Beyblade: Bakugami Susanoh Shuurai!,DS,2010
Winning Post 8 ,PS3,2014
Learn Science,DS,2010
Minna no Ennichi,3DS,2012
Choujikuu Yousai Macross: Do You Remember Love,PS3,2012
Arcania: Gothic 4,PS4,2015
Match 3 Madness,DS,2010
Men of War: Assault Squad,PC,2011
Persona 2: Eternal Punishment,PSP,2012
Sled Shred featuring the Jamaican Bobsled Team,Wii,2010
Dead Island Definitive Collection,XOne,2016
PAC-MAN and the Ghostly Adventures,WiiU,2013
Animal Planet: Vet Collection,DS,2010
WRC 5: FIA World Rally Championship,PS4,2015
Centipede: Infestation,Wii,2011
F1 2015,PC,2015
Luminous Arc Infinity,PSV,2015
The Idolmaster 2,X360,2011
Hunted: The Demon's Forge,PC,2011
Lucha Libre AAA: Heroes del Ring,X360,2010
Tom Clancy's HAWX 2,PC,2010
Koi to Senkyo to Chocolate Portable,PSP,2012
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS3,2016
Sherlock Holmes: Crimes & Punishments,X360,2014
Killing Floor 2 ,PS4,2016
Adventure Time: Finn & Jake Investigations,WiiU,2015
Mortal Kombat X,PC,2015
TV Anime: Fairy Tale Gekitou! Madoushi Kessen,DS,2010
Cities in Motion,PC,2011
Samantha Swift and the Hidden Roses of Athena,DS,2010
RPG Tsukuru DS,DS,2010
To Heart 2: Dungeon Travelers,PSV,2015
Bladestorm: Nightmare,XOne,2015
TNA iMPACT: Cross the Line,PSP,2010
Sacred 3,X360,2014
Sesame Street: Cookie's Counting Carnival,PC,2010
Jewel Legends: Tree of Life,DS,2011
Wasteland 2,XOne,2015
DoDonPachi Resurrection,X360,2010
Trick x Logic: Season 1,PSP,2010
MorphX,X360,2010
Winning Post 7 2010,PSP,2010
Imagine Animal Doctor Care Center,DS,2010
Game of Thrones (Telltale),PS4,2015
Legend of Kay,WiiU,2015
Starry ? Sky: In Spring,PSP,2010
Pet Pals: New Leash on Life,DS,2010
The Bureau: XCOM Declassified,PC,2013
Back to the Future: The Game,Wii,2011
The Idolmaster: Gravure For You! Vol. 2,PS3,2011
Utawarerumono: Futari no Hakuoro,PS4,2016
Sam & Max: Beyond Time and Space,Wii,2010
Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,PSV,2015
R.B.I. Baseball 2016,XOne,2016
Bakemonogatari Portable,PSP,2012
Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,3DS,2015
Super Heroine Chronicle,PSV,2014
Marriage Royale: Prism Story,PSP,2010
SpongeBob SquarePants: Plankton's Robotic Revenge,WiiU,2013
Arcana Heart 3,X360,2011
Steins;Gate 0,PS4,2015
Ivy the Kiwi?,DS,2010
Metal Max 2 Reloaded,DS,2011
Jewel Master: Cradle of Persia,DS,2012
Mega Minis Volume 3,PSP,2011
The Mysterious Case of Dr. Jekyll and Mr. Hyde,DS,2010
Winning Post 7 2013,PS3,2013
Ride,PS3,2015
Detective Conan: Prelude from the Past,DS,2012
Zumba Fitness Core,X360,2012
Atelier Rorona: Alchemist of Arland,PSV,2013
Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,DS,2010
Sengoku Basara 4: Sumeragi,PS4,2015
TrackMania Turbo: Build to Race,DS,2010
Kamen Rider: Battride War Genesis,PSV,2016
Corpse Party: Blood Covered - Repeated Fear,PSP,2010
Sherlock Holmes: Crimes & Punishments,PC,2014
Guild 01,3DS,2012
Durarara!! 3-way Standoff,PSP,2010
Fushigi no Dungeon: Fuurai no Shiren 3 Portable,PSP,2010
Chousoku Henkei Gyrozetter: Albatross no Tsubasa,3DS,2013
Sword Art Online: Game Director's Edition,PS4,2015
Metroid Prime: Federation Force,3DS,2016
Natural Doctrine,PS3,2014
Payday 2,PC,2013
Ghostbusters (2016),XOne,2016
Hatsune Miku: Project Diva X,PS4,2016
G1 Grand Prix,3DS,2012
Resident Evil 4 HD,PS4,2016
Fishdom,DS,2011
Classic Dungeon X2,PSP,2011
Grand Ages: Medieval,PC,2015
Major League Baseball 2K11,PS2,2011
White Album: Tsuzurareru Fuyu no Omoide,PS3,2010
Saints Row: Gat out of Hell,PS4,2015
Plants vs. Zombies: Garden Warfare 2,PC,2016
J-League Winning Eleven 2010: Club Championship,PS2,2010
Singularity,PC,2010
NASCAR Heat Evolution,PS4,2016
Child of Light,PS4,2014
Rock of the Dead,PS3,2010
TNA iMPACT: Cross the Line,DS,2010
Treasure Report: Kikai Jikake no Isan,DS,2011
LEGO The Hobbit,PC,2014
Venus & Braves: Majo to Megami to Horobi no Yogen,PSP,2011
Powerful Golf,DS,2011
Rock Band Country Track Pack 2,X360,2011
Detective Conan: Marionette Symphony,3DS,2013
Utawarerumono: Itsuwari no Kamen,PS3,2015
Amnesia Crowd,PSP,2013
Diabolik Lovers,PSP,2012
Noddy in Toyland,DS,2011
DuckTales: Remastered,PS3,2013
E.X. Troopers,PS3,2012
Worms Reloaded,PC,2010
Gaist Crusher,3DS,2013
Rain (2013),PS3,2013
Tokyo Ghoul: Jail,PSV,2015
To Heart 2 DX Plus,PS3,2011
Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,PSP,2011
Gem Smashers,Wii,2011
Adventure Time: Explore the Dungeon Because I Don't Know!,PS3,2013
Test Drive: Ferrari Legends,X360,2012
Sushi Go-Round,Wii,2010
Shin Hayarigami,PSV,2014
Arslan: The Warriors of Legend,PS3,2015
SD Gundam G Generation World,Wii,2011
Ship Simulator Extremes,PC,2010
Winter Sports 2011,PS3,2011
Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,DS,2011
Winter Sports 3: The Great Tournament,Wii,2010
Pro Evolution Soccer 2017,XOne,2016
Jewel Quest 5: The Sleepless Star,PC,2011
Yoru no Nai Kuni,PS3,2015
Puyo Puyo Tetris,PSV,2014
FIFA Manager 12,PC,2011
Time Travelers,PSV,2012
Amnesia Later,PSP,2012
SpongeBob SquarePants: Plankton's Robotic Revenge,X360,2013
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PSV,2011
Centipede: Infestation,3DS,2011
XCOM 2,XOne,2016
Yaiba: Ninja Gaiden Z,X360,2014
Hero Bank 2,3DS,2014
Rock of the Dead,X360,2010
To Love-Ru Trouble Darkness: Battle Ecstasy,PSV,2014
The Lost Treasures of Alexandria,DS,2011
12-Sai. Koisuru Diary,3DS,2016
Hakuouki: Bakumatsu Musou Roku,PSP,2012
Arcana Famiglia: La storia della Aracana Famiglia,PSP,2011
Jonah Lomu Rugby Challenge,PC,2011
Atelier Ayesha: The Alchemist of Dusk,PSV,2014
Just Dance 2017,PS3,2016
Ride 2,PS4,2016
Toukiden Kiwami,PSP,2014
Gummy Bears Mini Golf,DS,2010
Sesame Street: Elmo's A-to-Zoo Adventure,PC,2010
River City Soccer Hooligans,DS,2010
Root Letter,PSV,2016
Nazo Waku Yakata: Oto no Ma ni Ma ni,3DS,2011
Mahjong 3D: Warriors of the Emperor,3DS,2011
Hakuouki SSL: Sweet School Life,PSV,2014
Resident Evil 6,XOne,2016
Max & the Magic Marker,DS,2011
Kimi ni Todoke: Tsutaeru Kimochi,DS,2011
Nora to Koku no Koubou: Kiri no Mori no Majo,DS,2011
Hitman (2016),PS4,2016
Atelier Escha & Logy: Alchemists of the Dusk Sky,PSV,2015
Galaxy Racers,DS,2010
Forza Motorsport 3: Ultimate Edition,X360,2010
Sébastien Loeb Rally Evo,PS4,2016
Active Life: Magical Carnival,Wii,2011
Cheer We Go!,DS,2010
Monster High: New Ghoul in School,3DS,2015
World Trigger: Borderless Mission,PSV,2015
Sushi Go-Round,DS,2010
World Championship Spelling,DS,2010
Life is Strange,PC,2016
Nobunaga's Ambition (3DS),3DS,2013
Jewel Master: Cradle Of Rome 2,PC,2011
Kamen Rider: Battride War Genesis,PS3,2016
Battlezone,PS4,2016
Card Fight!! Vanguard G: Stride to Victory!!,3DS,2016
Hyperdimension Neptunia mk2,PSV,2014
Pro Evolution Soccer 2016,PC,2015
Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016
Puyo Puyo Tetris,PS3,2014
Refrain no Chika Meikyuu to Majo no Ryodan,PSV,2016
Disney Planes Fire & Rescue,Wii,2014
Gem Smashers,3DS,2011
Enemy Front,X360,2014
Honda ATV Fever,Wii,2010
B's-LOG Party♪,PSP,2010
Shantae and the Pirate's Curse,3DS,2015
Yowamushi Pedal,3DS,2015
White Album 2: Shiawase no Mukougawa,PS3,2012
Nobunaga's Ambition: Sphere of Influence,PS4,2014
Record of Agarest War: Marriage,PSP,2012
Corpse Party: Book of Shadows,PSP,2011
Mechanic Escape,PS3,2012
Jerry Rice and Nitus' Dog Football,Wii,2011
Little Battlers eXperience W,PSV,2012
Teenage Mutant Ninja Turtles: Mutants in Manhattan,X360,2016
Kids Learn Music A+ Edition,DS,2011
The Wolf Among Us,PSV,2014
LEGO Friends,3DS,2013
Saki Portable,PSP,2010
Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,PS3,2013
Saint Seiya: Soldiers' Soul,PS3,2015
Nike+ Kinect Training,X360,2012
Star Ocean 5: Integrity and Faithlessness,PS3,2016
Brothers: A Tale of Two Sons,XOne,2015
NHL Legacy,PS3,2015
Attack of the Movies 3D,X360,2010
Zombi Daisuki,DS,2011
Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,3DS,2014
Get Up and Dance,PS3,2011
Casual Mania!,DS,2010
Super Robot Taisen OG Infinite Battle,PS3,2013
Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015
Hana to Ikimo no Rittai Zukan,3DS,2011
Split/Second,PC,2010
Resident Evil 6,PC,2012
Amagami,PSV,2014
Arcana Heart 3,PSV,2014
Amnesia,PSP,2011
Great Battle Full Blast,PSP,2012
Ride to Hell,PS3,2013
NCIS,PC,2011
Doki Doki! PreCure Narikiri Life!,3DS,2013
Gravity Falls: Legend of the Gnome Gemulets,3DS,2015
Rodea the Sky Soldier,3DS,2015
Major League Baseball 2K12,PC,2012
Phantom Kingdom Portable,PSP,2011
Little Busters! Converted Edition,PSP,2010
Horses 3D,3DS,2012
Bullet Girls 2,PSV,2016
Deadliest Warrior: Ancient Combat,X360,2012
Civilization Beyond Earth: Rising Tide,PC,2015
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PSV,2016
Shukufuku no Campanella Portable,PSP,2010
The Kore Gang,Wii,2010
National Geographic Challenge!,PS3,2011
Duke Nukem Trilogy: Critical Mass,DS,2011
Beastly Frantic Foto,DS,2011
Chaos;Head - Love Chu*Chu!,PSP,2011
Rugby Challenge 3,PS4,2016
Romance of the Three Kingdoms 13,PS3,2015
Battle Spirits: Digital Starter,DS,2010
Stellaris,PC,2016
Gakuen Hetalia Portable,PSP,2011
Gray Matter,X360,2011
Call of Duty: Modern Warfare Trilogy,X360,2016
Riding Stables: The Whitakers present Milton and Friends,3DS,2011
Paws & Claws: Regal Resort,DS,2010
Shiren the Wanderer 4 - God's Eye and the Demon's Navel,PSP,2012
Test Drive: Ferrari Legends,PS3,2012
Winning Post World 2010,PS3,2010
Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,DS,2010
Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,PSV,2012
MLB 2K12 / NBA 2K12 Combo Pack,X360,2012
S.Y.K Renshouden Portable,PSP,2011
Psycho-Pass: Mandatory Happiness,PS4,2016
Virtua Tennis 4,PC,2011
Monster High: New Ghoul in School,PS3,2015
